,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREE,OWNER2,ROUTE,MILEPOINT,DESCRIPTIO,TIMES,OWNER,TYPE,INTID,ATMSID,geometry
0,1,MPW017206,SIG017206,OLD HENRY,I 265 RAMP,S,KY-3084,1.25,OLD HENRY @ I 265 RAMP,24 HOURS,KYTC,1,7674756999,,POINT (-85.4993371456453 38.27063209239155)
1,2,MPW017211,SIG017211,SHELBYVILLE,BECKLEY WOODS,S,US 60,12.291,SHELBYVILLE @ BECKLEY WOODS,24 HOURS,KYTC,1,7895940672,,POINT (-85.49847895741786 38.241589472827904)
2,3,MPW017290,SIG017290,SHELBYVILLE,LAKE FOREST,S,US-60,12.58,SHELBYVILLE @ LAKE FOREST,24 HOURS,KYTC,1,12375940763,,POINT (-85.4935498603372 38.24051723243606)
3,4,MPW015159,SIG015159,BROWNSBORO,I 265 RAMP,S,KY-22,3.7,BROWNSBORO @ I 265 RAMP,24 HOURS,KYTC,1,14390724999,,POINT (-85.57021228272409 38.31100207202721)
4,5,MPW011726,SIG011726,HERR,LIME KILN,S,KY-22,0.44,HERR @ LIME KILN,24 HOURS,KYTC,1,18422901386,,POINT (-85.62796526747577 38.28391602421024)
5,6,MPW011500,SIG011500,U S HIGHWAY 42,HOLIDAY MANOR,S,US-42,6.13,U S HIGHWAY 42 @ HOLIDAY MANOR,24 HOURS,KYTC,1,18706712768,,POINT (-85.63249947808397 38.283888982884235)
6,7,MPW013156,SIG013156,LYNDON,NEW LA GRANGE,S,KY-146,0.98,LYNDON @ NEW LA GRANGE,24 HOURS,KYTC,1,23532774462,,POINT (-85.60381269736305 38.25867393537541)
7,8,MPW011581,SIG011581,BRAMTON,SHELBYVILLE,S,US-60,4.95,BRAMTON @ SHELBYVILLE,24 HOURS,KYTC,1,26260646594,,POINT (-85.63001036459265 38.250822991551054)
8,9,MPW011670,SIG011670,STONEHENGE,SHELBYVILLE,S,US-60,5.05,STONEHENGE @ SHELBYVILLE,24 HOURS,KYTC,1,26300055594,,POINT (-85.6281977328899 38.250692730393375)
9,10,MPW011296,SIG011296,FAIRMEADE,SHELBYVILLE,S,US-60,4.61,FAIRMEADE @ SHELBYVILLE,24 HOURS,KYTC,1,26462120594,,POINT (-85.63623468964947 38.25134890292861)
10,11,MPW009450,SIG009450,BON AIR,PEE WEE REESE,S,KY-155,15.652000000000001,BON AIR @ PEE WEE REESE,24 HOURS,KYTC,1,31240595939,,POINT (-85.66845987406013 38.222882400109526)
11,12,MPW012210,SIG012210,BROWNS,LOWE,M,,,BROWNS @ LOWE,24 HOURS,METRO,1,31310723396,,POINT (-85.61870784656516 38.22291929413131)
12,13,MPW011654,SIG011654,TAYLORSVILLE,YORKSHIRE,S,KY-155,13.442,TAYLORSVILLE @ YORKSHIRE,24 HOURS,KYTC,1,31876394743,,POINT (-85.62797727830862 38.219984116701276)
13,14,MPW011780,SIG011780,BROWNS,HIKES,S,KY-155,13.314,BROWNS @ HIKES,24 HOURS,KYTC,1,31920723293,,POINT (-85.62578535348557 38.219841070085856)
14,15,MPW009242,SIG009242,BARDSTOWN,GARDINER,S,US-31E,12.133000000000001,BARDSTOWN @ GARDINER,24 HOURS,KYTC,1,33810384247,,POINT (-85.67235283064295 38.212611002343564)
15,16,MPW013311,SIG013311,BROWNSBORO,BARBOUR,S,KY-22,1.71,BROWNSBORO @ BARBOUR,24 HOURS,KYTC,1,42870724826,,POINT (-85.60212682540482 38.29542617819817)
16,17,MPW014859,SIG014859,ORMSBY STATION,HURSTBOURNE,S,KY-1747,14.76,ORMSBY STATION @ HURSTBOURNE,24 HOURS,KYTC,1,44808974912,,POINT (-85.57458363361795 38.26295967379173)
17,18,MPW011392,SIG011392,BROWNSBORO,NORTHFIELD,S,US-42,5.92,BROWNSBORO @ NORTHFIELD,24 HOURS,KYTC,1,45900724310,,POINT (-85.63472899589088 38.28135700617301)
18,19,MPW016351,SIG016351,BLUEGRASS,BLANKENBAKER,S,KY-913,2.26,BLUEGRASS @ BLANKENBAKER,24 HOURS,KYTC,1,48730574762,,POINT (-85.5388990604605 38.2169272396906)
19,20,MPW013501,SIG013501,BLOWING TREE,TAYLORSVILLE,S,KY-155,11.790000000000001,BLOWING TREE @ TAYLORSVILLE,24 HOURS,KYTC,1,59190563639,,POINT (-85.59745525602274 38.21819398462794)
20,21,MPW016337,SIG016337,BLANKENBAKER,I 64 RAMP,S,KY-913,2.85,BLANKENBAKER @ I 64 RAMP,24 HOURS,KYTC,1,51517624999,,POINT (-85.53961379687834 38.22520647327452)
21,22,MPW010182,SIG010182,BRECKENRIDGE,CHENOWETH,S,US-60,3.54,BRECKENRIDGE @ CHENOWETH,24 HOURS,KYTC,1,51830656109,,POINT (-85.65539340670777 38.25290512909435)
22,23,MPW013764,SIG013764,SIX MILE,STONY BROOK,M,,,SIX MILE @ STONY BROOK,24 HOURS,METRO,1,57336005894,,POINT (-85.59268970692943 38.1985097078514)
23,24,MPW013130,SIG013130,SIX MILE,HURSTBOURNE,S,KY-1747,9.58,SIX MILE @ HURSTBOURNE,24 HOURS,KYTC,1,57516005912,,POINT (-85.60307997508696 38.19857662879472)
24,25,MPW011371,SIG011371,DEEBET,HILLBROOK,S,KY-1932,3.21,DEEBET @ HILLBROOK,24 HOURS,KYTC,1,62291630276,,POINT (-85.6340909945321 38.22420584201514)
25,26,MPW014758,SIG014758,TIMBERWOOD,LINN STATION,JT,,,TIMBERWOOD @ LINN STATION,24 HOURS,JEFFERSONTOWN,1,65852445409,,POINT (-85.57548158845161 38.22864444246749)
26,27,MPW014632,SIG014632,HURSTBOURNE,BLAIRWOOD,S,KY-1747,12.16,HURSTBOURNE @ BLAIRWOOD,24 HOURS,KYTC,1,670491260875,,POINT (-85.57768061336917 38.226958211261405)
27,28,MPW014608,SIG014608,BLAIRWOOD ACCESS,HURSTBOURNE,S,KY-146,7.847,BLAIRWOOD ACCESS @ HURSTBOURNE,24 HOURS,KYTC,1,6711D2639126,,POINT (-85.57810615539053 38.225330727704865)
28,29,MPW014813,SIG014813,SPRINGHURST,SPRINGBROOKE,S,KY-1747,18.27,SPRINGHURST @ SPRINGBROOKE,24 HOURS,KYTC,1,70549123912,,POINT (-85.57603522130461 38.30384802883412)
29,30,MPW014860,SIG014860,BROWNSBORO,SUMMIT PLAZA,S,KY-22,3.47,BROWNSBORO @ SUMMIT PLAZA,24 HOURS,KYTC,1,72110724D62,,POINT (-85.57538668876987 38.30695687519647)
30,31,MPW015642,SIG015642,BALLARDSVILLE,NEW CHAMBERLAIN,S,KY-22,4.42,BALLARDSVILLE @ NEW CHAMBERLAIN,24 HOURS,KYTC,1,77720364D47,,POINT (-85.5614042823562 38.31556088493725)
31,32,MPW009466,SIG009466,ADELE,BASHFORD MANOR,M,,,ADELE @ BASHFORD MANOR,24 HOURS,METRO,1,77880276040,,POINT (-85.66757811189414 38.20134931335217)
32,33,MPW009330,SIG009330,BASHFORD MANOR,MAYO,M,,,BASHFORD MANOR @ MAYO,24 HOURS,METRO,1,78000404427,,POINT (-85.67029367785362 38.19995473883877)
33,34,MPW009873,SIG009873,FERN VALLEY,SHEPHERDSVILLE,S,KY-2052,1.21,FERN VALLEY @ SHEPHERDSVILLE,24 HOURS,KYTC,1,2,,POINT (-85.65979922782766 38.15623200991552)
34,35,MPW014972,SIG014972,BILLTOWN,MICHAELE,S,KY-1819,8.36,BILLTOWN @ MICHAELE,24 HOURS,KYTC,1,86340188758,,POINT (-85.57112006037137 38.18286231643297)
35,36,MPW015978,SIG015978,BILLTOWN,GELLHAUS,S,KY-1819,5.53,BILLTOWN @ GELLHAUS,24 HOURS,KYTC,1,105140188250,,POINT (-85.54938022228761 38.1505166001256)
36,37,MPW012965,SIG012965,BARDSTOWN,HURSTBOURNE,S,US-31E,7.25,BARDSTOWN @ HURSTBOURNE,24 HOURS,KYTC,1,114120384912,,POINT (-85.60511316171355 38.16896508324795)
37,38,MPW014147,SIG014147,BARDSTOWN,BROOKRIDGE VILLAGE,S,US-31E,5.18,BARDSTOWN @ BROOKRIDGE VILLAGE,24 HOURS,KYTC,1,115450384D37,,POINT (-85.58496912452235 38.14520103515564)
38,39,MPW014096,SIG014096,BARDSTOWN,CEDARLOOK,S,US-31E,5.33,BARDSTOWN @ CEDARLOOK,24 HOURS,KYTC,1,115740384145,,POINT (-85.58586743209055 38.147059489569514)
39,40,MPW015440,SIG015440,OLD TAYLORSVILLE,SHELBY,JT,,,OLD TAYLORSVILLE @ SHELBY,24 HOURS,JEFFERSONTOWN,1,116964849593,,POINT (-85.56345712247048 38.19556231971976)
40,41,MPW005886,SIG005886,UNIVERSITY,I 65 RAMP,S,I-65,0.241,UNIVERSITY @ I 65 RAMP,24 HOURS,KYTC,1,12154F2719998,,POINT (-85.75290460368595 38.214394137813066)
41,42,MPW008014,SIG008014,ZORN,RIVER,M,,,ZORN @ RIVER,24 HOURS,METRO,1,121687553819,,POINT (-85.69921718598614 38.27734377507255)
42,43,MPW004434,SIG004434,18TH,MARKET,S,US 31W,20.554000000000002,18TH @ MARKET,24 HOURS,KYTC,1,126741883421,,POINT (-85.77995031998027 38.257803414066665)
43,44,MPW004668,SIG004668,MARKET,16TH,S,US 31W,20.735,MARKET @ 16TH,24 HOURS,KYTC,1,126974214600,,POINT (-85.77663406929243 38.25743364710181)
44,45,MPW007051,SIG007051,ADAMS,STORY,S,US-42,0.455,ADAMS @ STORY,24 HOURS,KYTC,1,127320016618,,POINT (-85.72494270824332 38.257319928523735)
45,46,MPW003520,SIG003520,26TH,MUHAMMAD ALI,M,,,26TH @ MUHAMMAD ALI,24 HOURS,METRO,1,127796584701,,POINT (-85.79426449412082 38.25520593856629)
46,47,MPW005334,SIG005334,BRECKINRIDGE,8TH,M,,,BRECKINRIDGE @ 8TH,24 HOURS,METRO,1,131810658188,,POINT (-85.76570563577644 38.24281367728134)
47,48,MPW005436,SIG005436,BRECKINRIDGE,7TH,M,,,BRECKINRIDGE @ 7TH,24 HOURS,METRO,1,131950658589,,POINT (-85.7640537517823 38.24264903903345)
48,49,MPW005792,SIG005792,KENTUCKY,2ND,S,KY-1020,11.595,KENTUCKY @ 2ND,24 HOURS,KYTC,1,133103532587,,POINT (-85.75632552688809 38.23857380401123)
49,50,MPW002849,SIG002849,DUMESNIL,32ND,M,,,DUMESNIL @ 32ND,24 HOURS,METRO,1,133261698645,,POINT (-85.80718341094465 38.23736819358137)
50,51,MPW003972,SIG003972,DIXIE,OAK,M,,,DIXIE @ OAK,24 HOURS,METRO,1,133371612471,,POINT (-85.78677927576146 38.237413482553414)
51,52,MPW003124,SIG003124,DUMESNIL,28TH,M,,,DUMESNIL @ 28TH,24 HOURS,METRO,1,133541698657,,POINT (-85.80053388510464 38.236776088705184)
52,53,MPW004512,SIG004512,15TH,OAK,M,,,15TH @ OAK,24 HOURS,METRO,1,133692204471,,POINT (-85.77836659972934 38.236650718766526)
53,54,MPW006004,SIG006004,FLOYD,ST CATHERINE,M,,,FLOYD @ ST CATHERINE,24 HOURS,METRO,1,133922254578,,POINT (-85.75126790796573 38.23647616724818)
54,55,MPW006493,SIG006493,LOGAN,OAK,S,KY-864,14.615,LOGAN @ OAK,24 HOURS,KYTC,1,135203921471,,POINT (-85.73996450171356 38.23321373234476)
55,56,MPW005748,SIG005748,ORMSBY,2ND,S,KY-1020,11.172,ORMSBY @ 2ND,24 HOURS,KYTC,1,135374803587,,POINT (-85.7573872197556 38.23255789358258)
56,57,MPW005560,SIG005560,4TH,MAGNOLIA,M,,,4TH @ MAGNOLIA,24 HOURS,METRO,1,136572305413,,POINT (-85.76135713316796 38.22915650349385)
57,58,MPW003747,SIG003747,DIXIE,HILL,M,,,DIXIE @ HILL,24 HOURS,METRO,1,136721612293,,POINT (-85.79048514227956 38.22830309083439)
58,59,MPW005761,SIG005761,1ST,HILL,M,,,1ST @ HILL,24 HOURS,METRO,1,137762223293,,POINT (-85.75694697295259 38.225476374839104)
59,60,MPW008105,SIG008105,BARDSTOWN,BOULEVARD NAPOLEON,S,US-31E,13.799000000000001,BARDSTOWN @ BOULEVARD NAPOLEON,24 HOURS,KYTC,1,137970384061,,POINT (-85.69649013747119 38.22571736916256)
60,61,MPW005520,SIG005520,4TH,GAULBERT,M,,,4TH @ GAULBERT,24 HOURS,METRO,1,138052305249,,POINT (-85.76214131570043 38.22469978409735)
61,62,MPW007660,SIG007660,NORRIS,SPEED,M,,,NORRIS @ SPEED,24 HOURS,METRO,1,138244591608,,POINT (-85.70679295877322 38.22510041463496)
62,63,MPW006866,SIG006866,EASTERN,GOSS,S,US-60,5.522,EASTERN @ GOSS,24 HOURS,KYTC,1,138571835259,,POINT (-85.73015834027936 38.22398913433066)
63,64,MPW004673,SIG004673,INDUSTRY,7TH,M,,,INDUSTRY @ 7TH,24 HOURS,METRO,1,139663161589,,POINT (-85.77574245328282 38.22116712806099)
64,65,MPW005480,SIG005480,4TH,CARDINAL,M,,,4TH @ CARDINAL,24 HOURS,METRO,1,139842305334,,POINT (-85.76283238893049 38.22074994104009)
65,66,MPW004565,SIG004565,ALGONQUIN,7TH,S,KY-2054,2.519,ALGONQUIN @ 7TH,24 HOURS,KYTC,1,140180061589,,POINT (-85.77740314250974 38.220086217812955)
66,67,MPW002319,SIG002319,CAMP GROUND,MILLERS,S,KY-1934,10.120000000000001,CAMP GROUND @ MILLERS,24 HOURS,KYTC,1,141370925438,,POINT (-85.81797210922643 38.21544151873681)
67,68,MPW007082,SIG007082,MCKINLEY,AUDUBON PLAZA,S,KY-864,12.901,MCKINLEY @ AUDUBON PLAZA,24 HOURS,KYTC,1,142484292824,,POINT (-85.7230693922333 38.21401267654145)
68,69,MPW005360,SIG005360,4TH,MONTANA,M,,,4TH @ MONTANA,24 HOURS,METRO,1,143402305443,,POINT (-85.76443235463917 38.21164192022068)
69,70,MPW005350,SIG005350,4TH,WINKLER,S,US-60,3.072,4TH @ WINKLER,24 HOURS,KYTC,1,144042305723,,POINT (-85.76466536018573 38.21033762032366)
70,71,MPW005992,SIG005992,CENTRAL,CRITTENDEN,S,KY-1631,1.038,CENTRAL @ CRITTENDEN,24 HOURS,KYTC,1,147321041134,,POINT (-85.75071790943237 38.202935915260475)
71,72,MPW016924,SIG016924,AIKEN,SHELBYVILLE,S,US-60,11.200000000000001,AIKEN @ SHELBYVILLE,24 HOURS,KYTC,1,3180032594,,POINT (-85.5184542082173 38.243508058831935)
72,73,MPW017372,SIG017372,SHELBYVILLE,BECKLEY STATION,S,US-60,12.9,SHELBYVILLE @ BECKLEY STATION,24 HOURS,KYTC,1,4945940998,,POINT (-85.48832148025896 38.238901934827624)
73,74,MPW017116,SIG017116,LA GRANGE,WESTPORT,S,KY-1447,9.24,LA GRANGE @ WESTPORT,24 HOURS,KYTC,1,9263707713,,POINT (-85.5061093647524 38.297024499268055)
74,75,MPW011345,SIG011345,BROWNSBORO,I 264 RAMP,S,US-42,5.8,BROWNSBORO @ I 264 RAMP,24 HOURS,KYTC,1,12750724999,,POINT (-85.63568170458682 38.28043410876294)
75,76,MPW010680,SIG010680,FURMAN,I 264 RAMP,S,KY-155,14.44,FURMAN @ I 264 RAMP,24 HOURS,KYTC,1,12832349999,,POINT (-85.64625670626533 38.22110652597625)
76,77,MPW009839,SIG009839,BAUER,MASONIC HOME,S,US-60,3.185,BAUER @ MASONIC HOME,24 HOURS,KYTC,1,25260415765,,POINT (-85.6621749288088 38.25345043672949)
77,78,MPW010357,SIG010357,SHELBYVILLE,WILLIS,S,US-60,3.7,SHELBYVILLE @ WILLIS,24 HOURS,KYTC,1,25635940719,,POINT (-85.65256125574044 38.252667545511756)
78,79,MPW009914,SIG009914,BAUER,LEXINGTON,S,US-60,10.339,BAUER @ LEXINGTON,24 HOURS,KYTC,1,25760415383,,POINT (-85.66089841741794 38.25169894535225)
79,80,MPW014742,SIG014742,WESTPORT RD,WESTPORT CIR,S,KY-1447,5.100000000000001,WESTPORT RD @ WESTPORT CIR,24 HOURS,KYTC,1,18187132735,,POINT (-85.57499354877932 38.28658440251585)
80,81,MPW010785,SIG010785,BLANKENBAKER,BROWNSBORO,S,US-42,5.15,BLANKENBAKER @ BROWNSBORO,24 HOURS,KYTC,1,20330549072,,POINT (-85.64546396999931 38.274219495218325)
81,82,MPW009415,SIG009415,BROWNSBORO,COUNTRY,S,US-42,3.66,BROWNSBORO @ COUNTRY,24 HOURS,KYTC,1,22140724130,,POINT (-85.66993351373917 38.26476038896566)
82,83,MPW011019,SIG011019,HUBBARDS,WESTPORT,S,KY-1447,0.93,HUBBARDS @ WESTPORT,24 HOURS,KYTC,1,23013007713,,POINT (-85.64137920079582 38.260139472021415)
83,84,MPW000218,SIG000218,SHELBYVILLE,MADISON,S,US-60,9.68,SHELBYVILLE @ MADISON,24 HOURS,KYTC,1,27405940998,,POINT (-85.54016655460612 38.24658049820501)
84,85,MPW014418,SIG014418,HURSTBOURNE,I 64 RAMP,S,KY-1747,11.68,HURSTBOURNE @ I 64 RAMP,24 HOURS,KYTC,1,31939126999,,POINT (-85.58153720834723 38.220280849358915)
85,86,MPW009633,SIG009633,BARDSTOWN,BASHFORD MANOR,S,US-31E,11.343,BARDSTOWN @ BASHFORD MANOR,24 HOURS,KYTC,1,37350384040,,POINT (-85.66448209340221 38.20292546051652)
86,87,MPW011795,SIG011795,BRECKENRIDGE,SIX MILE,S,KY-1932,1.13,BRECKENRIDGE @ SIX MILE,24 HOURS,KYTC,1,39160656600,,POINT (-85.62510482551613 38.197609702009544)
87,88,MPW016311,SIG016311,CHAMBERLAIN,WESTPORT,S,KY-1447,7.04,CHAMBERLAIN @ WESTPORT,24 HOURS,KYTC,1,41891053713,,POINT (-85.54170918024298 38.299322717769385)
88,89,MPW014610,SIG014610,NEW LA GRANGE,WHIPPS MILL,S,KY-146,3.96,NEW LA GRANGE @ WHIPPS MILL,24 HOURS,KYTC,1,44564625715,,POINT (-85.578874013549 38.26764417136533)
89,90,MPW011230,SIG011230,BROWNSBORO,RUDY,S,US-42,5.65,BROWNSBORO @ RUDY,24 HOURS,KYTC,1,45910724565,,POINT (-85.63805164412116 38.27847017304725)
90,91,MPW011333,SIG011333,BROWNS,KRESGE,M,,,BROWNS @ KRESGE,24 HOURS,METRO,1,46660723408,,POINT (-85.63530622700671 38.241472144323644)
91,92,MPW009382,SIG009382,CANNONS,FRANKFORT,S,US-60,2.733,CANNONS @ FRANKFORT,24 HOURS,KYTC,1,57980936232,,POINT (-85.67047428779523 38.25406710160744)
92,93,MPW016205,SIG016205,HERITAGE HILL,SHELBYVILLE,S,US-60,9.51,HERITAGE HILL @ SHELBYVILLE,24 HOURS,KYTC,1,58962503594,,POINT (-85.54397935668568 38.24504227947842)
93,94,MPW012121,SIG012121,U S HIGHWAY 42,I 265 RAMP,S,US-42,8.950000000000001,U S HIGHWAY 42 @ I 265 RAMP,24 HOURS,KYTC,1,514667129996,,POINT (-85.62200185876071 38.323202751306454)
94,95,MPW011322,SIG011322,DUTCHMANS,DUPONT,M,,,DUTCHMANS @ DUPONT,24 HOURS,METRO,1,53161717174,,POINT (-85.63530949458182 38.23354141819151)
95,96,MPW014719,SIG014719,BROWNSBORO,HURSTBOURNE,S,KY-22,3.29,BROWNSBORO @ HURSTBOURNE,24 HOURS,KYTC,1,54370724912,,POINT (-85.57756079836348 38.30515510152709)
96,97,MPW013487,SIG013487,STONY BROOK,HURSTBOURNE,S,KY-1747,10.55,STONY BROOK @ HURSTBOURNE,24 HOURS,KYTC,1,57368946912,,POINT (-85.59759035077758 38.21090843844745)
97,98,MPW016105,SIG016105,SHELBYVILLE,BLANKENBAKER,S,KY-913,4.22,SHELBYVILLE @ BLANKENBAKER,24 HOURS,KYTC,1,64815940762,,POINT (-85.5471144496277 38.2440992535695)
98,99,MPW014684,SIG014684,WHITTINGTON,HURSTBOURNE,S,KY-1747,13.200000000000001,WHITTINGTON @ HURSTBOURNE,24 HOURS,KYTC,1,64917353912,,POINT (-85.576953164481 38.242116497671994)
99,100,MPW014680,SIG014680,WILLIAMSBURG,HURSTBOURNE,S,KY-1747,13.040000000000001,WILLIAMSBURG @ HURSTBOURNE,24 HOURS,KYTC,1,64986705912,,POINT (-85.57698525252276 38.23975105893716)
100,101,MPW014691,SIG014691,SHELBYVILLE,HURSTBOURNE,S,US-60,7.86,SHELBYVILLE @ HURSTBOURNE,24 HOURS,KYTC,1,66375940912,,POINT (-85.57690488560421 38.24643121521799)
101,102,MPW014642,SIG014642,LINN STATION,HURSTBOURNE,S,KY-1747,12.290000000000001,LINN STATION @ HURSTBOURNE,24 HOURS,KYTC,1,66934096912,,POINT (-85.57745094491608 38.228792850581144)
102,103,MPW015459,SIG015459,DORSEY,HURSTBOURNE,S,KY-1747,15.33,DORSEY @ HURSTBOURNE,24 HOURS,KYTC,1,69201660912,,POINT (-85.56428011283019 38.26554436221702)
103,104,MPW015936,SIG015936,TOWNE CENTER,INDIAN LAKE,S,KY-1447,6.390000000000001,TOWNE CENTER @ INDIAN LAKE,24 HOURS,KYTC,1,71982413953,,POINT (-85.55331791122418 38.29624262973708)
104,105,MPW011706,SIG011706,U S HIGHWAY 42,SEMINARY,S,US-42,6.8,U S HIGHWAY 42 @ SEMINARY,24 HOURS,KYTC,1,75606712865,,POINT (-85.62843568085484 38.292932250350226)
105,106,MPW015317,SIG015317,BROWNSBORO,CHAMBERLAIN,S,KY-22,4.03,BROWNSBORO @ CHAMBERLAIN,24 HOURS,KYTC,1,77780724105,,POINT (-85.56744689470904 38.31272540312118)
106,107,MPW012335,SIG012335,BEULAH CHURCH,I 265 RAMP,S,KY-864,3.37,BEULAH CHURCH @ I 265 RAMP,24 HOURS,KYTC,1,82210518999,,POINT (-85.61478052878667 38.12367687206974)
107,108,MPW011928,SIG011928,BARDSTOWN,WATTERSON,S,US-31E,8.42,BARDSTOWN @ WATTERSON,24 HOURS,KYTC,1,2,,POINT (-85.62257607936229 38.17883519323716)
108,109,MPW010642,SIG010642,FERN VALLEY,POPLAR LEVEL,S,KY-864,6.92,FERN VALLEY @ POPLAR LEVEL,24 HOURS,KYTC,1,82512190512,,POINT (-85.64582438462179 38.157763518789075)
109,110,MPW011021,SIG011021,BARDSTOWN,BUECHEL,S,US-31E,9.55,BARDSTOWN @ BUECHEL,24 HOURS,KYTC,1,2,,POINT (-85.6399785097228 38.18831678760266)
110,111,MPW013753,SIG013753,FERN CREEK,FERNDALE,M,,,FERN CREEK @ FERNDALE,24 HOURS,METRO,1,91432181218,,POINT (-85.59205914357626 38.15517373073895)
111,112,MPW011554,SIG011554,OUTER,VAUGHN MILL,S,KY-1065,9.25,OUTER @ VAUGHN MILL,24 HOURS,KYTC,1,95424815684,,POINT (-85.62840628386999 38.137316512061304)
112,113,MPW014432,SIG014432,BARDSTOWN,BRENTLINGER,S,US-31E,4.37,BARDSTOWN @ BRENTLINGER,24 HOURS,KYTC,1,96170384066,,POINT (-85.57961036253484 38.13415240007911)
113,114,MPW013810,SIG013810,BARDSTOWN,FERN CREEK,S,US-31E,6.12,BARDSTOWN @ FERN CREEK,24 HOURS,KYTC,1,104360384218,,POINT (-85.59093334714127 38.157551683506426)
114,115,MPW013876,SIG013876,BARDSTOWN,FERNDALE,S,US-31E,5.96,BARDSTOWN @ FERNDALE,24 HOURS,KYTC,1,104370384218,,POINT (-85.58993392935757 38.155477115278615)
115,116,MPW010747,SIG010747,MANSLICK,SMYRNA,S,KY-2845,2.0,MANSLICK @ SMYRNA,24 HOURS,KYTC,1,107984165602,,POINT (-85.6431533886633 38.12285028454405)
116,117,MPW009232,SIG009232,PRESTON,OLD PRESTON,S,KY-61,1.0,PRESTON @ OLD PRESTON,24 HOURS,KYTC,1,108745144D53,,POINT (-85.67019730560861 38.096356656382035)
117,118,MPW014696,SIG014696,BARDSTOWN,GLENMARY FARM,S,US-31E,3.71,BARDSTOWN @ GLENMARY FARM,24 HOURS,KYTC,1,110580384864,,POINT (-85.57461780345106 38.12541753061878)
118,119,MPW014197,SIG014197,BARDSTOWN,I 265 RAMP,S,US-31E,4.98,BARDSTOWN @ I 265 RAMP,24 HOURS,KYTC,1,115480384999,,POINT (-85.58419240660514 38.143594098619815)
119,120,MPW012973,SIG012973,HURSTBOURNE CROSSINGS,HURSTBOURNE,S,KY-1747,8.879,HURSTBOURNE CROSSINGS @ HURSTBOURNE,24 HOURS,KYTC,1,118608922912,,POINT (-85.60529273699765 38.187930252157805)
120,121,MPW009230,SIG009230,ANTLE,MUD,M,,,ANTLE @ MUD,24 HOURS,METRO,1,121033424448,,POINT (-85.67005264937775 38.088319240454524)
121,122,MPW008139,SIG008139,ZORN,I 71 RAMP,S,I-71,0.0,ZORN @ I 71 RAMP,24 HOURS,KYTC,1,121757553999,,POINT (-85.696857459751 38.2743609758259)
122,123,MPW004016,SIG004016,MAIN,22ND,S,US 31W,20.3,MAIN @ 22ND,24 HOURS,KYTC,1,125834139658,,POINT (-85.78631970574207 38.25993082133927)
123,124,MPW004124,SIG004124,MAIN,21ST,S,US 31W,20.39,MAIN @ 21ST,24 HOURS,KYTC,1,125914139657,,POINT (-85.78466222849626 38.25974886286985)
124,125,MPW004681,SIG004681,W MAIN ST,N 16TH ST,S,US 31W,20.845000000000002,W MAIN ST @ N 16TH ST,24 HOURS,KYTC,1,126396006600,,POINT (-85.77639450943157 38.258816662924225)
125,126,MPW004760,SIG004760,15TH,MARKET,S,US 31W,20.830000000000002,15TH @ MARKET,24 HOURS,KYTC,1,127062204421,,POINT (-85.77497786663562 38.257246386112)
126,127,MPW004392,SIG004392,18TH,MUHAMMAD ALI,M,,,18TH @ MUHAMMAD ALI,24 HOURS,METRO,1,128291883701,,POINT (-85.78066693246416 38.25369161396824)
127,128,MPW003506,SIG003506,CHESTNUT,26TH,M,,,CHESTNUT @ 26TH,24 HOURS,METRO,1,128481114658,,POINT (-85.79450247015843 38.25300756687103)
128,129,MPW004253,SIG004253,CHESTNUT,19TH,M,,,CHESTNUT @ 19TH,24 HOURS,METRO,1,128841114456,,POINT (-85.78271272235736 38.25169253617158)
129,130,MPW003924,SIG003924,MAGAZINE,22ND,S,US-31W,19.68,MAGAZINE @ 22ND,24 HOURS,KYTC,1,129114128658,,POINT (-85.78790487178951 38.25094129203006)
130,131,MPW004851,SIG004851,BROADWAY,13TH,S,US 150,1.559,BROADWAY @ 13TH,24 HOURS,KYTC,1,130370702644,,POINT (-85.77325402716549 38.24779420821296)
131,132,MPW004133,SIG004133,DIXIE,GARLAND,M,,,DIXIE @ GARLAND,24 HOURS,METRO,1,131451612248,,POINT (-85.78424266767368 38.243662091854524)
132,133,MPW003901,SIG003901,GREENWOOD,DR W J HODGE,S,US-31W,19.09,GREENWOOD @ DR W J HODGE,24 HOURS,KYTC,1,132332651657,,POINT (-85.78795085444506 38.24106586454218)
133,134,MPW004876,SIG004876,KENTUCKY,12TH,M,,,KENTUCKY @ 12TH,24 HOURS,METRO,1,132463532656,,POINT (-85.77279583995526 38.24086951335114)
134,135,MPW005657,SIG005657,4TH,KENTUCKY,M,,,4TH @ KENTUCKY,24 HOURS,METRO,1,132962305353,,POINT (-85.75963933017239 38.23893541335745)
135,136,MPW005724,SIG005724,KENTUCKY,3RD,S,KY-1020,11.49,KENTUCKY @ 3RD,24 HOURS,KYTC,1,133023532643,,POINT (-85.757981148841 38.238756181750425)
136,137,MPW003761,SIG003761,DUMESNIL,22ND,S,US-31W,18.665,DUMESNIL @ 22ND,24 HOURS,KYTC,1,133681698658,,POINT (-85.79036469937941 38.23651846560008)
137,138,MPW003952,SIG003952,DIXIE,DUMESNIL,M,,,DIXIE @ DUMESNIL,24 HOURS,METRO,1,133771612169,,POINT (-85.78719971666365 38.236384058865)
